system,test_index,clip_uid,release_session_id,benchmark_label,fault_mode,score
near_only,538,asd3dp_s0035_clip0000082,asd3dp_s0035,anomaly,toolhead_collision,4.3074445724487305
near_only,539,asd3dp_s0035_clip0000092,asd3dp_s0035,anomaly,toolhead_collision,6.588441371917725
near_only,540,asd3dp_s0035_clip0000098,asd3dp_s0035,anomaly,toolhead_collision,6.662851333618164
near_only,541,asd3dp_s0035_clip0000122,asd3dp_s0035,anomaly,toolhead_collision,5.370833873748779
near_only,542,asd3dp_s0035_clip0000133,asd3dp_s0035,anomaly,toolhead_collision,6.390670299530029
near_only,543,asd3dp_s0035_clip0000149,asd3dp_s0035,anomaly,toolhead_collision,4.182012557983398
near_only,544,asd3dp_s0035_clip0000164,asd3dp_s0035,anomaly,toolhead_collision,4.638016700744629
near_only,545,asd3dp_s0035_clip0000177,asd3dp_s0035,anomaly,toolhead_collision,4.710513114929199
near_only,546,asd3dp_s0035_clip0000194,asd3dp_s0035,anomaly,toolhead_collision,5.286675930023193
near_only,547,asd3dp_s0035_clip0000207,asd3dp_s0035,anomaly,toolhead_collision,4.464428424835205
near_only,548,asd3dp_s0035_clip0000228,asd3dp_s0035,anomaly,toolhead_collision,4.854546546936035
near_only,549,asd3dp_s0035_clip0000262,asd3dp_s0035,anomaly,toolhead_collision,4.344480514526367
near_only,550,asd3dp_s0035_clip0000265,asd3dp_s0035,anomaly,toolhead_collision,4.514526844024658
near_only,551,asd3dp_s0035_clip0000286,asd3dp_s0035,anomaly,toolhead_collision,4.273355484008789
near_only,552,asd3dp_s0035_clip0000306,asd3dp_s0035,anomaly,toolhead_collision,4.525767803192139
near_only,553,asd3dp_s0035_clip0000321,asd3dp_s0035,anomaly,toolhead_collision,3.9905896186828613
near_only,554,asd3dp_s0035_clip0000347,asd3dp_s0035,anomaly,toolhead_collision,4.722945213317871
near_only,555,asd3dp_s0035_clip0000353,asd3dp_s0035,anomaly,toolhead_collision,4.169745922088623
near_only,556,asd3dp_s0035_clip0000389,asd3dp_s0035,anomaly,toolhead_collision,4.239132404327393
near_only,557,asd3dp_s0035_clip0000411,asd3dp_s0035,anomaly,toolhead_collision,3.691457986831665
near_only,558,asd3dp_s0035_clip0000425,asd3dp_s0035,anomaly,toolhead_collision,4.509599208831787
near_only,559,asd3dp_s0035_clip0000453,asd3dp_s0035,anomaly,toolhead_collision,4.829777717590332
near_only,560,asd3dp_s0035_clip0000479,asd3dp_s0035,anomaly,toolhead_collision,4.266386985778809
near_only,561,asd3dp_s0035_clip0000499,asd3dp_s0035,anomaly,toolhead_collision,4.999352931976318
near_only,562,asd3dp_s0035_clip0000522,asd3dp_s0035,anomaly,toolhead_collision,4.422789573669434
near_only,563,asd3dp_s0035_clip0000529,asd3dp_s0035,anomaly,toolhead_collision,4.3899922370910645
near_only,564,asd3dp_s0035_clip0000569,asd3dp_s0035,anomaly,toolhead_collision,5.423886775970459
near_only,565,asd3dp_s0035_clip0000585,asd3dp_s0035,anomaly,toolhead_collision,6.598140716552734
near_only,566,asd3dp_s0036_clip0000005,asd3dp_s0036,anomaly,toolhead_collision,4.268024444580078
near_only,567,asd3dp_s0036_clip0000011,asd3dp_s0036,anomaly,toolhead_collision,4.319849967956543
near_only,568,asd3dp_s0036_clip0000044,asd3dp_s0036,anomaly,toolhead_collision,5.5295586585998535
near_only,569,asd3dp_s0036_clip0000050,asd3dp_s0036,anomaly,toolhead_collision,6.195610523223877
near_only,570,asd3dp_s0036_clip0000083,asd3dp_s0036,anomaly,toolhead_collision,5.431570053100586
near_only,571,asd3dp_s0036_clip0000100,asd3dp_s0036,anomaly,toolhead_collision,5.803485870361328
near_only,572,asd3dp_s0036_clip0000108,asd3dp_s0036,anomaly,toolhead_collision,5.530985355377197
near_only,573,asd3dp_s0036_clip0000127,asd3dp_s0036,anomaly,toolhead_collision,5.318726062774658
near_only,574,asd3dp_s0036_clip0000129,asd3dp_s0036,anomaly,toolhead_collision,5.987194538116455
near_only,575,asd3dp_s0036_clip0000158,asd3dp_s0036,anomaly,toolhead_collision,5.144221305847168
near_only,576,asd3dp_s0036_clip0000166,asd3dp_s0036,anomaly,toolhead_collision,5.754594326019287
near_only,577,asd3dp_s0036_clip0000177,asd3dp_s0036,anomaly,toolhead_collision,4.269937038421631
near_only,578,asd3dp_s0036_clip0000192,asd3dp_s0036,anomaly,toolhead_collision,4.979416370391846
near_only,579,asd3dp_s0036_clip0000215,asd3dp_s0036,anomaly,toolhead_collision,4.366093635559082
near_only,580,asd3dp_s0036_clip0000225,asd3dp_s0036,anomaly,toolhead_collision,5.83101224899292
near_only,581,asd3dp_s0036_clip0000238,asd3dp_s0036,anomaly,toolhead_collision,4.281905651092529
near_only,582,asd3dp_s0036_clip0000251,asd3dp_s0036,anomaly,toolhead_collision,4.016582489013672
near_only,583,asd3dp_s0036_clip0000280,asd3dp_s0036,anomaly,toolhead_collision,3.8944313526153564
near_only,584,asd3dp_s0036_clip0000310,asd3dp_s0036,anomaly,toolhead_collision,4.635255813598633
near_only,585,asd3dp_s0036_clip0000326,asd3dp_s0036,anomaly,toolhead_collision,4.512731552124023
near_only,586,asd3dp_s0036_clip0000340,asd3dp_s0036,anomaly,toolhead_collision,4.0112833976745605
near_only,587,asd3dp_s0036_clip0000349,asd3dp_s0036,anomaly,toolhead_collision,4.6091532707214355
near_only,588,asd3dp_s0036_clip0000368,asd3dp_s0036,anomaly,toolhead_collision,4.130486011505127
near_only,589,asd3dp_s0036_clip0000401,asd3dp_s0036,anomaly,toolhead_collision,5.562681198120117
near_only,590,asd3dp_s0036_clip0000422,asd3dp_s0036,anomaly,toolhead_collision,4.543722629547119
near_only,591,asd3dp_s0036_clip0000441,asd3dp_s0036,anomaly,toolhead_collision,4.794020652770996
near_only,592,asd3dp_s0036_clip0000455,asd3dp_s0036,anomaly,toolhead_collision,5.017158031463623
near_only,593,asd3dp_s0036_clip0000476,asd3dp_s0036,anomaly,toolhead_collision,4.322318077087402
near_only,594,asd3dp_s0036_clip0000504,asd3dp_s0036,anomaly,toolhead_collision,5.115735054016113
near_only,595,asd3dp_s0036_clip0000527,asd3dp_s0036,anomaly,toolhead_collision,4.3945817947387695
near_only,596,asd3dp_s0036_clip0000529,asd3dp_s0036,anomaly,toolhead_collision,4.771106719970703
near_only,597,asd3dp_s0036_clip0000565,asd3dp_s0036,anomaly,toolhead_collision,5.657927513122559
near_only,598,asd3dp_s0036_clip0000584,asd3dp_s0036,anomaly,toolhead_collision,6.480255603790283
near_only,599,asd3dp_s0037_clip0000001,asd3dp_s0037,anomaly,toolhead_collision,7.361309051513672
near_only,0,asd3dp_s0012_clip0000016,asd3dp_s0012,normal,none,2.6197922229766846
near_only,1,asd3dp_s0012_clip0000019,asd3dp_s0012,normal,none,2.9898407459259033
near_only,2,asd3dp_s0012_clip0000023,asd3dp_s0012,normal,none,1.5509042739868164
near_only,3,asd3dp_s0012_clip0000024,asd3dp_s0012,normal,none,2.071380853652954
near_only,4,asd3dp_s0012_clip0000027,asd3dp_s0012,normal,none,1.557629108428955
near_only,5,asd3dp_s0012_clip0000030,asd3dp_s0012,normal,none,1.812070608139038
near_only,6,asd3dp_s0012_clip0000033,asd3dp_s0012,normal,none,1.5775641202926636
near_only,7,asd3dp_s0012_clip0000037,asd3dp_s0012,normal,none,1.472391963005066
near_only,8,asd3dp_s0012_clip0000040,asd3dp_s0012,normal,none,1.4565861225128174
near_only,9,asd3dp_s0012_clip0000043,asd3dp_s0012,normal,none,1.4142459630966187
near_only,10,asd3dp_s0012_clip0000047,asd3dp_s0012,normal,none,2.0075464248657227
near_only,11,asd3dp_s0012_clip0000049,asd3dp_s0012,normal,none,1.7137622833251953
near_only,12,asd3dp_s0012_clip0000051,asd3dp_s0012,normal,none,1.4505395889282227
near_only,13,asd3dp_s0012_clip0000054,asd3dp_s0012,normal,none,1.412324070930481
near_only,14,asd3dp_s0012_clip0000059,asd3dp_s0012,normal,none,1.4249194860458374
near_only,15,asd3dp_s0012_clip0000061,asd3dp_s0012,normal,none,1.4889116287231445
near_only,16,asd3dp_s0012_clip0000063,asd3dp_s0012,normal,none,1.2593885660171509
near_only,17,asd3dp_s0012_clip0000066,asd3dp_s0012,normal,none,1.4742251634597778
near_only,18,asd3dp_s0012_clip0000070,asd3dp_s0012,normal,none,1.602372169494629
near_only,19,asd3dp_s0012_clip0000074,asd3dp_s0012,normal,none,1.4210376739501953
near_only,20,asd3dp_s0012_clip0000077,asd3dp_s0012,normal,none,1.4134365320205688
near_only,21,asd3dp_s0012_clip0000079,asd3dp_s0012,normal,none,1.3980991840362549
near_only,22,asd3dp_s0012_clip0000081,asd3dp_s0012,normal,none,1.502012848854065
near_only,23,asd3dp_s0012_clip0000085,asd3dp_s0012,normal,none,1.4227653741836548
near_only,24,asd3dp_s0012_clip0000089,asd3dp_s0012,normal,none,1.3508397340774536
near_only,25,asd3dp_s0012_clip0000092,asd3dp_s0012,normal,none,1.5641982555389404
near_only,26,asd3dp_s0012_clip0000095,asd3dp_s0012,normal,none,1.5655341148376465
near_only,27,asd3dp_s0012_clip0000097,asd3dp_s0012,normal,none,1.2875465154647827
near_only,28,asd3dp_s0012_clip0000099,asd3dp_s0012,normal,none,1.2194759845733643
near_only,29,asd3dp_s0012_clip0000103,asd3dp_s0012,normal,none,1.3161917924880981
near_only,30,asd3dp_s0012_clip0000105,asd3dp_s0012,normal,none,1.295262098312378
near_only,31,asd3dp_s0012_clip0000108,asd3dp_s0012,normal,none,1.3588248491287231
near_only,32,asd3dp_s0012_clip0000111,asd3dp_s0012,normal,none,1.2827140092849731
near_only,33,asd3dp_s0012_clip0000114,asd3dp_s0012,normal,none,1.4960682392120361
near_only,34,asd3dp_s0012_clip0000116,asd3dp_s0012,normal,none,1.3695403337478638
near_only,35,asd3dp_s0012_clip0000120,asd3dp_s0012,normal,none,1.3004820346832275
near_only,36,asd3dp_s0012_clip0000122,asd3dp_s0012,normal,none,1.3683030605316162
near_only,37,asd3dp_s0012_clip0000127,asd3dp_s0012,normal,none,1.5544028282165527
near_only,38,asd3dp_s0012_clip0000130,asd3dp_s0012,normal,none,1.357813835144043
near_only,39,asd3dp_s0012_clip0000133,asd3dp_s0012,normal,none,1.2917821407318115
near_only,40,asd3dp_s0012_clip0000135,asd3dp_s0012,normal,none,1.1826586723327637
near_only,41,asd3dp_s0012_clip0000139,asd3dp_s0012,normal,none,1.1543349027633667
near_only,42,asd3dp_s0012_clip0000140,asd3dp_s0012,normal,none,1.1785356998443604
near_only,43,asd3dp_s0012_clip0000143,asd3dp_s0012,normal,none,1.1258270740509033
near_only,44,asd3dp_s0012_clip0000146,asd3dp_s0012,normal,none,1.2437710762023926
near_only,45,asd3dp_s0012_clip0000151,asd3dp_s0012,normal,none,1.2859100103378296
near_only,46,asd3dp_s0012_clip0000153,asd3dp_s0012,normal,none,1.257594108581543
near_only,47,asd3dp_s0012_clip0000157,asd3dp_s0012,normal,none,1.162619709968567
near_only,48,asd3dp_s0012_clip0000159,asd3dp_s0012,normal,none,1.0997880697250366
near_only,49,asd3dp_s0012_clip0000163,asd3dp_s0012,normal,none,1.5428154468536377
near_only,50,asd3dp_s0012_clip0000165,asd3dp_s0012,normal,none,1.9664777517318726
near_only,51,asd3dp_s0012_clip0000167,asd3dp_s0012,normal,none,1.3850066661834717
near_only,52,asd3dp_s0012_clip0000171,asd3dp_s0012,normal,none,1.3998879194259644
near_only,53,asd3dp_s0012_clip0000175,asd3dp_s0012,normal,none,1.376752257347107
near_only,54,asd3dp_s0012_clip0000178,asd3dp_s0012,normal,none,1.3537734746932983
near_only,55,asd3dp_s0012_clip0000180,asd3dp_s0012,normal,none,1.3667633533477783
near_only,56,asd3dp_s0012_clip0000184,asd3dp_s0012,normal,none,1.0950466394424438
near_only,57,asd3dp_s0012_clip0000187,asd3dp_s0012,normal,none,1.3386417627334595
near_only,58,asd3dp_s0012_clip0000190,asd3dp_s0012,normal,none,1.3438749313354492
near_only,59,asd3dp_s0012_clip0000192,asd3dp_s0012,normal,none,1.1417348384857178
near_only,60,asd3dp_s0012_clip0000194,asd3dp_s0012,normal,none,1.4166067838668823
near_only,61,asd3dp_s0012_clip0000199,asd3dp_s0012,normal,none,1.2580550909042358
near_only,62,asd3dp_s0012_clip0000200,asd3dp_s0012,normal,none,1.1335396766662598
near_only,63,asd3dp_s0012_clip0000205,asd3dp_s0012,normal,none,1.269981861114502
near_only,64,asd3dp_s0012_clip0000208,asd3dp_s0012,normal,none,1.4280109405517578
near_only,65,asd3dp_s0012_clip0000210,asd3dp_s0012,normal,none,1.1512508392333984
near_only,66,asd3dp_s0012_clip0000213,asd3dp_s0012,normal,none,1.4833569526672363
near_only,67,asd3dp_s0012_clip0000216,asd3dp_s0012,normal,none,1.424780249595642
near_only,68,asd3dp_s0012_clip0000217,asd3dp_s0012,normal,none,1.4937103986740112
near_only,69,asd3dp_s0012_clip0000222,asd3dp_s0012,normal,none,1.53659188747406
near_only,70,asd3dp_s0012_clip0000224,asd3dp_s0012,normal,none,1.3385847806930542
near_only,71,asd3dp_s0012_clip0000228,asd3dp_s0012,normal,none,1.2974631786346436
near_only,72,asd3dp_s0012_clip0000229,asd3dp_s0012,normal,none,1.3882309198379517
near_only,73,asd3dp_s0012_clip0000234,asd3dp_s0012,normal,none,1.434875726699829
near_only,74,asd3dp_s0012_clip0000235,asd3dp_s0012,normal,none,1.41129732131958
near_only,75,asd3dp_s0012_clip0000240,asd3dp_s0012,normal,none,1.450623631477356
near_only,76,asd3dp_s0012_clip0000243,asd3dp_s0012,normal,none,1.3036110401153564
near_only,77,asd3dp_s0012_clip0000244,asd3dp_s0012,normal,none,1.7019867897033691
near_only,78,asd3dp_s0012_clip0000249,asd3dp_s0012,normal,none,1.3423298597335815
near_only,79,asd3dp_s0012_clip0000252,asd3dp_s0012,normal,none,1.3644392490386963
near_only,80,asd3dp_s0012_clip0000253,asd3dp_s0012,normal,none,1.4483287334442139
near_only,81,asd3dp_s0012_clip0000257,asd3dp_s0012,normal,none,1.2886126041412354
near_only,82,asd3dp_s0012_clip0000261,asd3dp_s0012,normal,none,1.4301249980926514
near_only,83,asd3dp_s0012_clip0000264,asd3dp_s0012,normal,none,1.6211360692977905
near_only,84,asd3dp_s0012_clip0000265,asd3dp_s0012,normal,none,1.5090465545654297
near_only,85,asd3dp_s0012_clip0000270,asd3dp_s0012,normal,none,1.6173101663589478
near_only,86,asd3dp_s0012_clip0000271,asd3dp_s0012,normal,none,1.3064873218536377
near_only,87,asd3dp_s0012_clip0000274,asd3dp_s0012,normal,none,1.3774503469467163
near_only,88,asd3dp_s0012_clip0000279,asd3dp_s0012,normal,none,1.157371163368225
near_only,89,asd3dp_s0012_clip0000282,asd3dp_s0012,normal,none,1.4778742790222168
near_only,90,asd3dp_s0012_clip0000283,asd3dp_s0012,normal,none,1.443727970123291
near_only,91,asd3dp_s0012_clip0000286,asd3dp_s0012,normal,none,1.356937050819397
near_only,92,asd3dp_s0012_clip0000291,asd3dp_s0012,normal,none,1.4341843128204346
near_only,93,asd3dp_s0012_clip0000292,asd3dp_s0012,normal,none,1.3305240869522095
near_only,94,asd3dp_s0012_clip0000296,asd3dp_s0012,normal,none,1.4524108171463013
near_only,95,asd3dp_s0012_clip0000300,asd3dp_s0012,normal,none,1.820555567741394
near_only,96,asd3dp_s0012_clip0000301,asd3dp_s0012,normal,none,2.2603790760040283
near_only,97,asd3dp_s0012_clip0000304,asd3dp_s0012,normal,none,2.200103282928467
near_only,98,asd3dp_s0012_clip0000307,asd3dp_s0012,normal,none,1.7864080667495728
near_only,99,asd3dp_s0012_clip0000312,asd3dp_s0012,normal,none,2.0137314796447754
near_only,100,asd3dp_s0015_clip0000001,asd3dp_s0015,normal,none,1.8261791467666626
near_only,101,asd3dp_s0015_clip0000002,asd3dp_s0015,normal,none,2.249084234237671
near_only,102,asd3dp_s0015_clip0000005,asd3dp_s0015,normal,none,1.6844772100448608
near_only,103,asd3dp_s0015_clip0000006,asd3dp_s0015,normal,none,1.9239461421966553
near_only,104,asd3dp_s0015_clip0000007,asd3dp_s0015,normal,none,2.0198144912719727
near_only,105,asd3dp_s0015_clip0000010,asd3dp_s0015,normal,none,1.500152587890625
near_only,106,asd3dp_s0015_clip0000011,asd3dp_s0015,normal,none,1.6753578186035156
near_only,107,asd3dp_s0015_clip0000013,asd3dp_s0015,normal,none,1.4812673330307007
near_only,108,asd3dp_s0015_clip0000015,asd3dp_s0015,normal,none,1.646677851676941
near_only,109,asd3dp_s0015_clip0000016,asd3dp_s0015,normal,none,1.656056523323059
near_only,110,asd3dp_s0015_clip0000017,asd3dp_s0015,normal,none,1.4880403280258179
near_only,111,asd3dp_s0015_clip0000020,asd3dp_s0015,normal,none,1.5531359910964966
near_only,112,asd3dp_s0015_clip0000021,asd3dp_s0015,normal,none,1.5802700519561768
near_only,113,asd3dp_s0015_clip0000022,asd3dp_s0015,normal,none,1.5108352899551392
near_only,114,asd3dp_s0015_clip0000024,asd3dp_s0015,normal,none,1.3971275091171265
near_only,115,asd3dp_s0015_clip0000026,asd3dp_s0015,normal,none,1.3071762323379517
near_only,116,asd3dp_s0015_clip0000027,asd3dp_s0015,normal,none,1.301772117614746
near_only,117,asd3dp_s0015_clip0000029,asd3dp_s0015,normal,none,1.2977924346923828
near_only,118,asd3dp_s0015_clip0000031,asd3dp_s0015,normal,none,1.277074933052063
near_only,119,asd3dp_s0015_clip0000033,asd3dp_s0015,normal,none,1.3368052244186401
near_only,120,asd3dp_s0015_clip0000034,asd3dp_s0015,normal,none,1.4816895723342896
near_only,121,asd3dp_s0015_clip0000036,asd3dp_s0015,normal,none,1.4882453680038452
near_only,122,asd3dp_s0015_clip0000038,asd3dp_s0015,normal,none,1.5080149173736572
near_only,123,asd3dp_s0015_clip0000039,asd3dp_s0015,normal,none,1.7870656251907349
near_only,124,asd3dp_s0015_clip0000041,asd3dp_s0015,normal,none,1.5235676765441895
near_only,125,asd3dp_s0015_clip0000043,asd3dp_s0015,normal,none,1.4944456815719604
near_only,126,asd3dp_s0015_clip0000045,asd3dp_s0015,normal,none,1.413134217262268
near_only,127,asd3dp_s0015_clip0000046,asd3dp_s0015,normal,none,1.484169363975525
near_only,128,asd3dp_s0015_clip0000047,asd3dp_s0015,normal,none,1.268731713294983
near_only,129,asd3dp_s0015_clip0000049,asd3dp_s0015,normal,none,1.4021533727645874
near_only,130,asd3dp_s0015_clip0000051,asd3dp_s0015,normal,none,1.5399941205978394
near_only,131,asd3dp_s0015_clip0000052,asd3dp_s0015,normal,none,1.4301676750183105
near_only,132,asd3dp_s0015_clip0000055,asd3dp_s0015,normal,none,1.2945668697357178
near_only,133,asd3dp_s0015_clip0000056,asd3dp_s0015,normal,none,1.2751139402389526
near_only,134,asd3dp_s0015_clip0000058,asd3dp_s0015,normal,none,1.3363600969314575
near_only,135,asd3dp_s0015_clip0000060,asd3dp_s0015,normal,none,1.4248230457305908
near_only,136,asd3dp_s0015_clip0000061,asd3dp_s0015,normal,none,1.296804428100586
near_only,137,asd3dp_s0015_clip0000063,asd3dp_s0015,normal,none,1.251171350479126
near_only,138,asd3dp_s0015_clip0000065,asd3dp_s0015,normal,none,1.2348817586898804
near_only,139,asd3dp_s0015_clip0000066,asd3dp_s0015,normal,none,1.3879010677337646
near_only,140,asd3dp_s0015_clip0000068,asd3dp_s0015,normal,none,1.2096515893936157
near_only,141,asd3dp_s0015_clip0000069,asd3dp_s0015,normal,none,1.2863726615905762
near_only,142,asd3dp_s0015_clip0000071,asd3dp_s0015,normal,none,1.198537826538086
near_only,143,asd3dp_s0015_clip0000072,asd3dp_s0015,normal,none,1.4219608306884766
near_only,144,asd3dp_s0015_clip0000074,asd3dp_s0015,normal,none,1.2426787614822388
near_only,145,asd3dp_s0015_clip0000076,asd3dp_s0015,normal,none,1.3603848218917847
near_only,146,asd3dp_s0015_clip0000077,asd3dp_s0015,normal,none,1.2579823732376099
near_only,147,asd3dp_s0015_clip0000079,asd3dp_s0015,normal,none,1.173189401626587
near_only,148,asd3dp_s0015_clip0000081,asd3dp_s0015,normal,none,1.1829296350479126
near_only,149,asd3dp_s0015_clip0000083,asd3dp_s0015,normal,none,1.158517599105835
near_only,150,asd3dp_s0015_clip0000085,asd3dp_s0015,normal,none,1.318010687828064
near_only,151,asd3dp_s0015_clip0000086,asd3dp_s0015,normal,none,1.115054726600647
near_only,152,asd3dp_s0015_clip0000087,asd3dp_s0015,normal,none,1.3141498565673828
near_only,153,asd3dp_s0015_clip0000089,asd3dp_s0015,normal,none,1.153025507926941
near_only,154,asd3dp_s0015_clip0000091,asd3dp_s0015,normal,none,1.095227837562561
near_only,155,asd3dp_s0015_clip0000092,asd3dp_s0015,normal,none,1.119016170501709
near_only,156,asd3dp_s0015_clip0000094,asd3dp_s0015,normal,none,1.1169825792312622
near_only,157,asd3dp_s0015_clip0000096,asd3dp_s0015,normal,none,1.1294264793395996
near_only,158,asd3dp_s0015_clip0000098,asd3dp_s0015,normal,none,1.136671781539917
near_only,159,asd3dp_s0015_clip0000100,asd3dp_s0015,normal,none,1.0049923658370972
near_only,160,asd3dp_s0015_clip0000101,asd3dp_s0015,normal,none,1.112328290939331
near_only,161,asd3dp_s0015_clip0000102,asd3dp_s0015,normal,none,0.9807255268096924
near_only,162,asd3dp_s0015_clip0000105,asd3dp_s0015,normal,none,1.0830672979354858
near_only,163,asd3dp_s0015_clip0000106,asd3dp_s0015,normal,none,1.1893360614776611
near_only,164,asd3dp_s0015_clip0000107,asd3dp_s0015,normal,none,1.1739695072174072
near_only,165,asd3dp_s0015_clip0000109,asd3dp_s0015,normal,none,1.1998611688613892
near_only,166,asd3dp_s0015_clip0000111,asd3dp_s0015,normal,none,1.1695549488067627
near_only,167,asd3dp_s0015_clip0000112,asd3dp_s0015,normal,none,1.2527436017990112
near_only,168,asd3dp_s0015_clip0000115,asd3dp_s0015,normal,none,1.2767283916473389
near_only,169,asd3dp_s0015_clip0000116,asd3dp_s0015,normal,none,1.172721028327942
near_only,170,asd3dp_s0015_clip0000117,asd3dp_s0015,normal,none,1.1783545017242432
near_only,171,asd3dp_s0015_clip0000120,asd3dp_s0015,normal,none,1.2792357206344604
near_only,172,asd3dp_s0015_clip0000121,asd3dp_s0015,normal,none,0.9522280693054199
near_only,173,asd3dp_s0015_clip0000122,asd3dp_s0015,normal,none,1.207062840461731
near_only,174,asd3dp_s0015_clip0000124,asd3dp_s0015,normal,none,1.167609453201294
near_only,175,asd3dp_s0015_clip0000126,asd3dp_s0015,normal,none,1.183174729347229
near_only,176,asd3dp_s0015_clip0000127,asd3dp_s0015,normal,none,1.0549768209457397
near_only,177,asd3dp_s0015_clip0000129,asd3dp_s0015,normal,none,1.0834757089614868
near_only,178,asd3dp_s0015_clip0000131,asd3dp_s0015,normal,none,1.3952478170394897
near_only,179,asd3dp_s0015_clip0000132,asd3dp_s0015,normal,none,1.2890862226486206
near_only,180,asd3dp_s0015_clip0000135,asd3dp_s0015,normal,none,0.9702766537666321
near_only,181,asd3dp_s0015_clip0000136,asd3dp_s0015,normal,none,0.9926334023475647
near_only,182,asd3dp_s0015_clip0000137,asd3dp_s0015,normal,none,0.9985951781272888
near_only,183,asd3dp_s0015_clip0000140,asd3dp_s0015,normal,none,1.6028196811676025
near_only,184,asd3dp_s0015_clip0000141,asd3dp_s0015,normal,none,1.1926031112670898
near_only,185,asd3dp_s0015_clip0000142,asd3dp_s0015,normal,none,1.1939969062805176
near_only,186,asd3dp_s0015_clip0000144,asd3dp_s0015,normal,none,1.1299532651901245
near_only,187,asd3dp_s0015_clip0000146,asd3dp_s0015,normal,none,1.1438177824020386
near_only,188,asd3dp_s0015_clip0000147,asd3dp_s0015,normal,none,1.1895028352737427
near_only,189,asd3dp_s0015_clip0000149,asd3dp_s0015,normal,none,1.0781816244125366
near_only,190,asd3dp_s0015_clip0000151,asd3dp_s0015,normal,none,1.2470057010650635
near_only,191,asd3dp_s0015_clip0000153,asd3dp_s0015,normal,none,1.221676230430603
near_only,192,asd3dp_s0015_clip0000155,asd3dp_s0015,normal,none,1.3347147703170776
near_only,193,asd3dp_s0015_clip0000156,asd3dp_s0015,normal,none,1.3742119073867798
near_only,194,asd3dp_s0015_clip0000157,asd3dp_s0015,normal,none,1.2661192417144775
near_only,195,asd3dp_s0015_clip0000159,asd3dp_s0015,normal,none,1.2270724773406982
near_only,196,asd3dp_s0015_clip0000161,asd3dp_s0015,normal,none,1.2939655780792236
near_only,197,asd3dp_s0015_clip0000163,asd3dp_s0015,normal,none,2.180079460144043
near_only,198,asd3dp_s0015_clip0000164,asd3dp_s0015,normal,none,1.1793252229690552
near_only,199,asd3dp_s0015_clip0000166,asd3dp_s0015,normal,none,2.255770683288574
near_only,200,asd3dp_s0019_clip0000001,asd3dp_s0019,normal,none,1.2517809867858887
near_only,201,asd3dp_s0019_clip0000002,asd3dp_s0019,normal,none,1.3525781631469727
near_only,202,asd3dp_s0019_clip0000004,asd3dp_s0019,normal,none,1.3689274787902832
near_only,203,asd3dp_s0019_clip0000005,asd3dp_s0019,normal,none,1.1361346244812012
near_only,204,asd3dp_s0019_clip0000006,asd3dp_s0019,normal,none,1.127831220626831
near_only,205,asd3dp_s0019_clip0000008,asd3dp_s0019,normal,none,1.149274230003357
near_only,206,asd3dp_s0019_clip0000009,asd3dp_s0019,normal,none,1.2567201852798462
near_only,207,asd3dp_s0019_clip0000011,asd3dp_s0019,normal,none,1.1336203813552856
near_only,208,asd3dp_s0019_clip0000012,asd3dp_s0019,normal,none,1.2923017740249634
near_only,209,asd3dp_s0019_clip0000013,asd3dp_s0019,normal,none,1.7412763833999634
near_only,210,asd3dp_s0019_clip0000015,asd3dp_s0019,normal,none,1.2979099750518799
near_only,211,asd3dp_s0019_clip0000016,asd3dp_s0019,normal,none,1.385546326637268
near_only,212,asd3dp_s0019_clip0000017,asd3dp_s0019,normal,none,1.2583340406417847
near_only,213,asd3dp_s0019_clip0000018,asd3dp_s0019,normal,none,1.3253992795944214
near_only,214,asd3dp_s0019_clip0000020,asd3dp_s0019,normal,none,1.2630423307418823
near_only,215,asd3dp_s0019_clip0000021,asd3dp_s0019,normal,none,1.2606600522994995
near_only,216,asd3dp_s0019_clip0000023,asd3dp_s0019,normal,none,1.2880322933197021
near_only,217,asd3dp_s0019_clip0000024,asd3dp_s0019,normal,none,1.2335588932037354
near_only,218,asd3dp_s0019_clip0000026,asd3dp_s0019,normal,none,1.2624139785766602
near_only,219,asd3dp_s0019_clip0000027,asd3dp_s0019,normal,none,1.2427892684936523
near_only,220,asd3dp_s0019_clip0000028,asd3dp_s0019,normal,none,1.4059786796569824
near_only,221,asd3dp_s0019_clip0000030,asd3dp_s0019,normal,none,1.142669916152954
near_only,222,asd3dp_s0019_clip0000031,asd3dp_s0019,normal,none,1.2387555837631226
near_only,223,asd3dp_s0019_clip0000033,asd3dp_s0019,normal,none,1.081290602684021
near_only,224,asd3dp_s0019_clip0000034,asd3dp_s0019,normal,none,1.2019575834274292
near_only,225,asd3dp_s0019_clip0000035,asd3dp_s0019,normal,none,1.2831897735595703
near_only,226,asd3dp_s0019_clip0000036,asd3dp_s0019,normal,none,1.4400876760482788
near_only,227,asd3dp_s0019_clip0000038,asd3dp_s0019,normal,none,1.1987160444259644
near_only,228,asd3dp_s0019_clip0000039,asd3dp_s0019,normal,none,1.2187249660491943
near_only,229,asd3dp_s0019_clip0000041,asd3dp_s0019,normal,none,1.0737427473068237
near_only,230,asd3dp_s0019_clip0000042,asd3dp_s0019,normal,none,1.1393802165985107
near_only,231,asd3dp_s0019_clip0000043,asd3dp_s0019,normal,none,2.0341475009918213
near_only,232,asd3dp_s0019_clip0000045,asd3dp_s0019,normal,none,1.5213828086853027
