clip_uid,release_session_id,channel,condition,fault_mode,protocol_axis,speed_profile,clip_index,clip_audio_file,source_audio_file,clip_start_seconds,clip_end_seconds,clip_duration_seconds,benchmark_label,primary_phase,bed_heating_overlap_seconds,nozzle_heating_overlap_seconds,homing_overlap_seconds,printing_motion_overlap_seconds,matched_interval_ids,matched_interval_count,anomaly_overlap_seconds_max,anomaly_overlap_seconds_total,event_evidence,selection_rule,event_rule_version,split_role,sampling_seed
asd3dp_s0008_clip0000111,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000111,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000111_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,1100,1110,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000132,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000132,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000132_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,1310,1320,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000139,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000139,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000139_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,1380,1390,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000160,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000160,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000160_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,1590,1600,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000174,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000174,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000174_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,1730,1740,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000178,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000178,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000178_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,1770,1780,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000193,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000193,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000193_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,1920,1930,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000211,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000211,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000211_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2100,2110,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000226,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000226,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000226_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2250,2260,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000235,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000235,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000235_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2340,2350,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000247,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000247,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000247_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2460,2470,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000262,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000262,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000262_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2610,2620,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000273,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000273,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000273_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2720,2730,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000284,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000284,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000284_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2830,2840,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000297,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000297,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000297_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,2960,2970,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0008_clip0000308,asd3dp_s0008,ch2,normal,none,print_slow_loaded,slow,0000308,clipped/audio_event_clean/normal/asd3dp_s0008_clip0000308_ch2_normal.wav,all/audio/files/asd3dp_s0008_ch2.wav,3070,3080,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000031,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000031,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000031_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,300,310,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000042,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000042,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000042_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,410,420,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000055,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000055,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000055_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,540,550,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000062,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000062,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000062_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,610,620,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000080,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000080,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000080_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,790,800,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000088,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000088,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000088_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,870,880,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000105,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000105,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000105_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,1040,1050,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000122,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000122,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000122_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,1210,1220,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000139,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000139,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000139_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,1380,1390,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000149,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000149,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000149_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,1480,1490,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000154,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000154,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000154_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,1530,1540,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000180,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000180,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000180_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,1790,1800,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000185,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000185,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000185_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,1840,1850,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000203,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000203,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000203_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,2020,2030,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000213,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000213,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000213_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,2120,2130,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000227,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000227,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000227_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,2260,2270,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000245,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000245,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000245_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,2440,2450,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000253,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000253,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000253_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,2520,2530,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000265,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000265,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000265_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,2640,2650,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000282,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000282,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000282_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,2810,2820,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000302,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000302,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000302_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,3010,3020,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0009_clip0000316,asd3dp_s0009,ch2,normal,none,print_slow_loaded,slow,0000316,clipped/audio_event_clean/normal/asd3dp_s0009_clip0000316_ch2_normal.wav,all/audio/files/asd3dp_s0009_ch2.wav,3150,3160,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000025,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000025,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000025_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,240,250,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000037,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000037,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000037_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,360,370,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000050,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000050,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000050_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,490,500,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000067,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000067,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000067_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,660,670,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000083,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000083,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000083_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,820,830,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000088,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000088,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000088_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,870,880,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000102,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000102,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000102_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,1010,1020,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000115,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000115,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000115_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,1140,1150,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000137,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000137,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000137_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,1360,1370,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000144,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000144,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000144_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,1430,1440,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000161,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000161,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000161_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,1600,1610,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000174,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000174,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000174_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,1730,1740,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000186,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000186,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000186_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,1850,1860,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000205,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000205,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000205_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2040,2050,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000206,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000206,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000206_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2050,2060,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000231,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000231,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000231_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2300,2310,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000240,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000240,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000240_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2390,2400,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000248,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000248,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000248_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2470,2480,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000273,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000273,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000273_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2720,2730,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000282,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000282,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000282_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2810,2820,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000288,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000288,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000288_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,2870,2880,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0010_clip0000305,asd3dp_s0010,ch2,normal,none,print_slow_loaded,slow,0000305,clipped/audio_event_clean/normal/asd3dp_s0010_clip0000305_ch2_normal.wav,all/audio/files/asd3dp_s0010_ch2.wav,3040,3050,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000018,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000018,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000018_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,170,180,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000033,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000033,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000033_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,320,330,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000045,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000045,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000045_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,440,450,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000059,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000059,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000059_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,580,590,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000077,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000077,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000077_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,760,770,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000089,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000089,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000089_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,880,890,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000111,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000111,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000111_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,1100,1110,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
asd3dp_s0011_clip0000113,asd3dp_s0011,ch2,normal,none,print_slow_loaded,slow,0000113,clipped/audio_event_clean/normal/asd3dp_s0011_clip0000113_ch2_normal.wav,all/audio/files/asd3dp_s0011_ch2.wav,1120,1130,10,normal,printing_motion,0,0,0,10,,0,0,0,printing_motion_window,full_10s_grid_clip_contained_in_printing_motion,asd3dp_v0.4.1_locked,train_normal,13711
